1890,smell
1891,smile
1892,smoke
1893,snail
1894,snake
1895,sneeze
1896,snow
1897,snowboarding
1898,snowflake
1899,snowman
1900,snowplow
1901,snowstorm
1902,soap
1903,soccer
1904,society
1905,sociology
1906,sock
1907,soda
1908,sofa
1909,softball
1910,softdrink
1911,software
1912,soil
1913,soldier
1914,son
1915,song
1916,soprano
1917,sort
1918,sound
1919,soup
1920,sousaphone
1921,south africa
1922,south america
1923,south korea
1924,soy
1925,soybean
1926,space
1927,spade
1928,spaghetti
1929,spain
1930,spandex
1931,spark
1932,sparrow
1933,spear
1934,specialist
1935,speedboat
1936,sphere
1937,sphynx
1938,spider
1939,spike
1940,spinach
1941,spleen
1942,sponge
1943,spoon
1944,spot
1945,spring
1946,sprout
1947,spruce
1948,spy
1949,square
1950,squash
1951,squid
1952,squirrel
1953,stage
1954,staircase
1955,stamp
1956,star
1957,start
1958,starter
1959,state
1960,statement
1961,station
1962,statistic
1963,steam
1964,steel
1965,stem
1966,step
1967,step-aunt
1968,step-brother
1969,stepdaughter
1970,step-daughter
1971,step-father
1972,step-grandfather
1973,step-grandmother
1974,stepmother
1975,step-mother
1976,step-sister
1977,stepson
1978,step-son
1979,step-uncle
1980,steven
1981,stew
1982,stick
1983,stinger
1984,stitch
1985,stock
1986,stocking
1987,stomach
1988,stone
1989,stool
1990,stop
1991,stopsign
1992,stopwatch
1993,store
1994,storm
1995,story
1996,stove
1997,stranger
1998,straw
1999,stream
2000,street
2001,streetcar
2002,stretch
2003,string
2004,structure
2005,study
2006,sturgeon
2007,submarine
2008,substance
2009,subway
2010,success
2011,sudan
2012,suede
2013,sugar
2014,suggestion
2015,suit
2016,summer
2017,sun
2018,sunday
2019,sundial
2020,sunflower
2021,sunshine
2022,supermarket
2023,supply
2024,support
2025,surfboard
2026,surgeon
2027,surname
2028,surprise
2029,susan
2030,sushi
2031,swallow
2032,swamp
2033,swan
2034,sweater
2035,sweatshirt
2036,sweatshop
2037,swedish
2038,sweets
2039,swim
2040,swimming
2041,swing
2042,swiss
2043,switch
2044,sword
2045,swordfish
2046,sycamore
2047,syria
2048,syrup
2049,system
2050,table
2051,tablecloth
2052,tabletop
2053,tachometer
2054,tadpole
2055,tail
2056,tailor
2057,taiwan
2058,talk
2059,tank
2060,tanker
2061,tanzania
2062,target
2063,taste
2064,taurus
2065,tax
2066,taxi
2067,taxicab
2068,tea
2069,teacher
2070,teaching
2071,team
2072,technician
2073,teeth
2074,television
2075,teller
2076,temper
2077,temperature
2078,temple
2079,tempo
2080,tendency
2081,tennis
2082,tenor
2083,tent
2084,territory
2085,test
2086,text
2087,textbook
2088,texture
2089,thailand
2090,theater
2091,theory
2092,thermometer
2093,thing
2094,thistle
2095,thomas
2096,thought
2097,thread
2098,thrill
2099,throat
2100,throne
2101,thumb
2102,thunder
2103,thunderstorm
2104,thursday
2105,ticket
2106,tie
2107,tiger
2108,tights
2109,tile
2110,timbale
2111,time
2112,timer
2113,timpani
2114,tin
2115,tip
2116,tire
2117,titanium
2118,title
2119,toad
2120,toast
2121,toe
2122,toenail
2123,toilet
2124,tomato
2125,tom-tom
2126,ton
2127,tongue
2128,tooth
2129,toothbrush
2130,toothpaste
2131,top
2132,tornado
2133,tortellini
2134,tortoise
2135,touch
2136,tower
2137,town
